user_id,signup_date,lessons_completed,weekly_sessions,churn_probability,churned
111,2025-04-11,4,3,0.15000000000000002,0
112,2025-05-25,5,2,0.19999999999999996,0
113,2025-04-03,6,2,0.1,1
114,2025-04-10,3,0,0.7,0
115,2025-06-21,7,2,0.1,0
116,2025-03-14,1,6,0.1,0
117,2025-06-08,3,2,0.3999999999999999,1
118,2025-04-03,6,2,0.1,0
119,2025-03-26,5,2,0.19999999999999996,0
120,2025-03-23,4,2,0.30000000000000004,1
121,2025-05-12,2,2,0.5,0
122,2025-04-05,9,3,0.1,0
123,2025-02-11,6,1,0.2499999999999999,1
124,2025-02-05,1,2,0.6,0
125,2025-03-01,4,2,0.30000000000000004,0
126,2025-06-09,2,3,0.3500000000000001,1
127,2025-05-25,1,4,0.30000000000000004,0
128,2025-01-09,3,1,0.5499999999999999,1
129,2025-01-31,7,1,0.1499999999999999,0
130,2025-02-15,3,1,0.5499999999999999,0
131,2025-03-05,4,4,0.1,0
132,2025-02-08,2,2,0.5,0
133,2025-05-26,2,1,0.65,0
134,2025-06-22,4,2,0.30000000000000004,1
135,2025-03-18,7,4,0.1,0
136,2025-03-11,8,4,0.1,0
137,2025-02-07,5,4,0.1,0
138,2025-04-23,4,2,0.30000000000000004,1
139,2025-02-21,3,4,0.1,0
140,2025-02-25,4,1,0.44999999999999996,0
141,2025-04-01,2,2,0.5,1
142,2025-05-21,2,3,0.3500000000000001,0
143,2025-01-20,4,2,0.30000000000000004,1
144,2025-03-20,2,1,0.65,1
145,2025-06-17,11,3,0.1,0
146,2025-05-20,2,2,0.5,1
147,2025-05-21,2,4,0.19999999999999996,0
148,2025-03-11,3,1,0.5499999999999999,0
149,2025-02-05,3,1,0.5499999999999999,0
150,2025-06-21,6,3,0.1,0
151,2025-06-14,7,3,0.1,0
152,2025-03-28,2,0,0.8,1
153,2025-02-05,3,0,0.7,1
154,2025-04-01,3,1,0.5499999999999999,0
155,2025-01-08,2,1,0.65,1
156,2025-05-30,5,1,0.35,0
157,2025-01-16,4,3,0.15000000000000002,0
158,2025-05-15,3,3,0.25,1
159,2025-06-05,7,0,0.29999999999999993,1
160,2025-05-26,5,1,0.35,1
161,2025-05-07,2,0,0.8,1
162,2025-06-13,2,1,0.65,0
163,2025-02-28,4,0,0.6,1
164,2025-06-22,1,0,0.9,1
165,2025-06-05,4,5,0.1,0
166,2025-03-18,5,2,0.19999999999999996,1
167,2025-01-26,2,4,0.19999999999999996,0
168,2025-01-06,9,3,0.1,0
169,2025-06-03,0,2,0.7,0
170,2025-03-27,5,1,0.35,0
171,2025-01-07,3,6,0.1,0
172,2025-02-18,3,1,0.5499999999999999,0
173,2025-06-17,5,1,0.35,1
174,2025-06-17,3,1,0.5499999999999999,0
175,2025-03-26,4,1,0.44999999999999996,1
176,2025-01-09,6,0,0.3999999999999999,1
177,2025-03-07,7,3,0.1,0
178,2025-05-12,4,2,0.30000000000000004,0
179,2025-05-09,1,0,0.9,1
180,2025-03-26,5,2,0.19999999999999996,0
181,2025-05-07,3,5,0.1,0
182,2025-01-21,6,3,0.1,0
183,2025-05-21,4,1,0.44999999999999996,1
184,2025-06-18,6,1,0.2499999999999999,0
185,2025-06-08,4,1,0.44999999999999996,1
186,2025-06-18,4,1,0.44999999999999996,0
187,2025-05-13,4,2,0.30000000000000004,0
188,2025-02-26,4,2,0.30000000000000004,0
189,2025-01-27,7,5,0.1,0
190,2025-05-10,4,1,0.44999999999999996,0
191,2025-04-14,3,2,0.3999999999999999,1
192,2025-04-25,4,2,0.30000000000000004,1
193,2025-01-09,4,0,0.6,0
194,2025-03-12,6,3,0.1,0
195,2025-06-03,3,2,0.3999999999999999,0
196,2025-04-29,4,4,0.1,1
197,2025-02-08,2,2,0.5,1
198,2025-05-08,5,3,0.1,0
199,2025-05-07,3,1,0.5499999999999999,1
200,2025-05-21,5,3,0.1,0
201,2025-03-28,4,2,0.30000000000000004,0
202,2025-02-10,4,1,0.44999999999999996,1
203,2025-05-13,1,1,0.75,1
204,2025-04-20,4,2,0.30000000000000004,0
205,2025-03-08,6,4,0.1,0
206,2025-02-03,3,2,0.3999999999999999,0
207,2025-05-13,2,3,0.3500000000000001,0
208,2025-03-17,2,2,0.5,0
209,2025-05-30,3,2,0.3999999999999999,0
210,2025-01-04,3,3,0.25,0
211,2025-03-29,3,1,0.5499999999999999,0
212,2025-06-24,6,1,0.2499999999999999,1
213,2025-05-16,1,0,0.9,1
214,2025-04-11,2,1,0.65,0
215,2025-01-05,2,1,0.65,1
216,2025-06-17,6,4,0.1,0
217,2025-02-03,4,2,0.30000000000000004,0
218,2025-06-09,4,3,0.15000000000000002,0
219,2025-03-20,5,3,0.1,0
220,2025-06-04,4,1,0.44999999999999996,0
221,2025-05-29,3,4,0.1,0
222,2025-02-02,4,2,0.30000000000000004,1
223,2025-05-25,3,2,0.3999999999999999,1
224,2025-02-11,5,3,0.1,1
225,2025-01-09,5,2,0.19999999999999996,0
226,2025-03-15,5,3,0.1,0
227,2025-02-26,3,1,0.5499999999999999,1
228,2025-03-20,3,3,0.25,0
229,2025-01-27,4,1,0.44999999999999996,1
230,2025-02-18,2,1,0.65,1
231,2025-02-20,8,0,0.19999999999999996,0
232,2025-05-08,2,2,0.5,0
233,2025-05-21,3,1,0.5499999999999999,0
234,2025-05-27,2,4,0.19999999999999996,0
235,2025-01-24,4,2,0.30000000000000004,1
236,2025-06-04,3,4,0.1,0
237,2025-04-13,3,0,0.7,1
238,2025-06-22,4,7,0.1,0
239,2025-03-27,5,1,0.35,1
240,2025-06-28,5,3,0.1,1
241,2025-01-26,5,1,0.35,0
242,2025-01-10,6,2,0.1,0
243,2025-04-28,9,2,0.1,0
244,2025-04-09,4,2,0.30000000000000004,0
245,2025-06-11,4,1,0.44999999999999996,0
246,2025-05-18,4,1,0.44999999999999996,0
247,2025-05-20,2,1,0.65,1
248,2025-03-30,3,0,0.7,1
249,2025-03-27,6,2,0.1,0
250,2025-04-07,3,3,0.25,1
251,2025-04-08,5,1,0.35,0
252,2025-03-27,4,1,0.44999999999999996,0
253,2025-05-18,5,1,0.35,0
254,2025-01-20,4,1,0.44999999999999996,1
255,2025-02-28,2,1,0.65,0
256,2025-04-19,4,2,0.30000000000000004,0
257,2025-05-01,1,1,0.75,0
258,2025-06-29,3,3,0.25,0
259,2025-02-15,9,3,0.1,1
260,2025-03-22,6,3,0.1,0
261,2025-05-06,6,3,0.1,0
262,2025-02-21,3,6,0.1,0
263,2025-06-26,7,4,0.1,0
264,2025-03-10,4,3,0.15000000000000002,0
265,2025-03-11,8,1,0.1,0
266,2025-06-29,3,2,0.3999999999999999,0
267,2025-04-20,5,4,0.1,0
268,2025-03-06,1,1,0.75,1
269,2025-06-26,5,3,0.1,0
270,2025-01-19,5,2,0.19999999999999996,0
271,2025-06-24,2,0,0.8,0
272,2025-02-07,2,2,0.5,1
273,2025-04-06,2,1,0.65,0
274,2025-05-01,5,2,0.19999999999999996,1
275,2025-05-10,3,3,0.25,1
276,2025-02-04,4,1,0.44999999999999996,1
277,2025-03-06,2,1,0.65,1
278,2025-06-02,6,1,0.2499999999999999,0
279,2025-01-26,3,1,0.5499999999999999,1
280,2025-01-02,6,2,0.1,0
281,2025-03-31,5,3,0.1,0
282,2025-06-19,7,3,0.1,0
283,2025-02-22,6,4,0.1,0
284,2025-06-05,4,1,0.44999999999999996,0
285,2025-02-17,6,2,0.1,1
286,2025-02-16,9,2,0.1,0
287,2025-04-18,0,0,0.9,1
288,2025-03-31,2,3,0.3500000000000001,1
289,2025-01-03,5,3,0.1,0
290,2025-03-12,2,0,0.8,1
291,2025-02-06,7,3,0.1,0
292,2025-03-16,7,2,0.1,0
293,2025-01-18,8,1,0.1,1
294,2025-05-09,4,3,0.15000000000000002,0
295,2025-06-26,8,0,0.19999999999999996,0
296,2025-05-28,4,2,0.30000000000000004,1
297,2025-02-04,2,2,0.5,1
298,2025-02-11,3,1,0.5499999999999999,0
299,2025-04-29,5,3,0.1,1
300,2025-06-12,2,2,0.5,1
301,2025-02-19,4,2,0.30000000000000004,0
302,2025-05-30,3,2,0.3999999999999999,1
303,2025-06-23,2,1,0.65,1
304,2025-06-22,10,2,0.1,0
305,2025-02-21,3,4,0.1,0
306,2025-04-30,3,4,0.1,0
307,2025-02-20,3,1,0.5499999999999999,1
308,2025-03-09,2,5,0.1,0
309,2025-06-20,8,4,0.1,0
310,2025-05-13,7,1,0.1499999999999999,0
311,2025-03-20,5,1,0.35,0
312,2025-05-26,3,1,0.5499999999999999,0
313,2025-04-20,7,3,0.1,0
314,2025-04-24,2,3,0.3500000000000001,0
315,2025-01-10,5,0,0.5,0
316,2025-05-01,6,3,0.1,0
317,2025-02-20,2,0,0.8,1
318,2025-04-11,9,1,0.1,1
319,2025-02-11,5,2,0.19999999999999996,0
320,2025-03-15,5,3,0.1,0
321,2025-05-29,2,1,0.65,1
322,2025-02-03,2,4,0.19999999999999996,1
323,2025-03-04,3,2,0.3999999999999999,0
324,2025-02-21,7,4,0.1,1
325,2025-03-28,5,3,0.1,0
326,2025-01-08,2,1,0.65,0
327,2025-03-20,7,3,0.1,0
328,2025-05-08,4,1,0.44999999999999996,0
329,2025-05-07,9,2,0.1,0
330,2025-02-02,2,3,0.3500000000000001,0
331,2025-05-27,5,2,0.19999999999999996,1
332,2025-01-02,3,2,0.3999999999999999,0
333,2025-04-28,6,1,0.2499999999999999,0
334,2025-02-06,8,3,0.1,0
335,2025-04-06,8,3,0.1,0
336,2025-02-26,7,0,0.29999999999999993,0
337,2025-01-05,3,3,0.25,0
338,2025-03-23,3,0,0.7,1
339,2025-01-07,2,2,0.5,1
340,2025-04-03,7,4,0.1,0
341,2025-03-25,2,0,0.8,1
342,2025-02-22,3,3,0.25,0
343,2025-01-03,6,4,0.1,0
344,2025-03-25,1,3,0.45000000000000007,1
345,2025-01-02,2,1,0.65,1
346,2025-04-01,6,0,0.3999999999999999,1
347,2025-04-08,2,1,0.65,0
348,2025-04-16,5,2,0.19999999999999996,0
349,2025-05-03,8,3,0.1,0
350,2025-02-27,2,2,0.5,0
351,2025-03-19,0,1,0.85,1
352,2025-01-20,4,0,0.6,1
353,2025-03-22,6,1,0.2499999999999999,1
354,2025-03-19,2,2,0.5,0
355,2025-04-29,2,1,0.65,1
356,2025-03-26,6,4,0.1,0
357,2025-01-21,2,3,0.3500000000000001,0
358,2025-06-16,5,3,0.1,0
359,2025-04-04,6,1,0.2499999999999999,1
360,2025-02-25,2,4,0.19999999999999996,1
361,2025-03-20,1,3,0.45000000000000007,0
362,2025-04-02,0,3,0.55,0
363,2025-02-25,4,4,0.1,0
364,2025-02-02,3,1,0.5499999999999999,1
365,2025-04-15,4,0,0.6,1
366,2025-04-14,4,1,0.44999999999999996,0
367,2025-02-21,4,2,0.30000000000000004,1
368,2025-02-07,7,3,0.1,0
369,2025-01-17,1,0,0.9,1
370,2025-06-04,3,3,0.25,1
371,2025-03-08,2,0,0.8,1
372,2025-01-27,4,1,0.44999999999999996,1
373,2025-03-16,3,3,0.25,0
374,2025-03-06,1,5,0.15000000000000002,0
375,2025-02-01,6,5,0.1,0
376,2025-05-04,5,3,0.1,1
377,2025-01-14,1,1,0.75,1
378,2025-04-23,3,1,0.5499999999999999,0
379,2025-03-22,9,4,0.1,0
380,2025-02-05,4,3,0.15000000000000002,0
381,2025-01-06,3,0,0.7,0
382,2025-01-07,3,6,0.1,0
383,2025-05-12,9,3,0.1,0
384,2025-02-16,5,1,0.35,1
385,2025-02-07,6,1,0.2499999999999999,1
386,2025-06-29,4,0,0.6,1
387,2025-03-14,5,2,0.19999999999999996,1
388,2025-05-18,2,5,0.1,0
389,2025-06-23,2,1,0.65,1
390,2025-05-02,4,4,0.1,0
391,2025-04-21,5,2,0.19999999999999996,0
392,2025-02-01,6,2,0.1,1
393,2025-06-08,2,6,0.1,0
394,2025-05-07,4,4,0.1,0
395,2025-04-04,1,2,0.6,1
396,2025-05-01,1,2,0.6,1
397,2025-01-18,3,0,0.7,0
398,2025-03-10,3,2,0.3999999999999999,0
399,2025-06-29,3,2,0.3999999999999999,0
400,2025-04-01,4,0,0.6,1
401,2025-01-17,8,1,0.1,0
402,2025-03-08,3,0,0.7,1
403,2025-04-09,4,2,0.30000000000000004,1
404,2025-05-15,4,2,0.30000000000000004,0
405,2025-05-02,1,2,0.6,0
406,2025-04-04,3,0,0.7,1
407,2025-04-08,5,1,0.35,0
408,2025-05-31,1,1,0.75,1
409,2025-06-20,5,1,0.35,1
410,2025-02-27,6,0,0.3999999999999999,0
411,2025-02-09,3,3,0.25,0
412,2025-01-06,3,3,0.25,0
413,2025-05-08,4,4,0.1,1
414,2025-03-20,3,1,0.5499999999999999,0
415,2025-01-19,5,0,0.5,1
416,2025-03-11,6,5,0.1,0
417,2025-02-16,3,1,0.5499999999999999,0
418,2025-03-14,4,2,0.30000000000000004,1
419,2025-04-09,6,4,0.1,0
420,2025-01-04,4,2,0.30000000000000004,0
421,2025-01-30,2,4,0.19999999999999996,1
422,2025-02-06,9,2,0.1,0
423,2025-06-29,4,5,0.1,0
424,2025-04-09,4,6,0.1,0
425,2025-05-11,6,1,0.2499999999999999,1
426,2025-01-21,3,1,0.5499999999999999,0
427,2025-04-07,3,2,0.3999999999999999,1
428,2025-05-14,6,0,0.3999999999999999,0
429,2025-03-20,2,4,0.19999999999999996,0
430,2025-03-12,3,2,0.3999999999999999,1
431,2025-05-12,4,2,0.30000000000000004,0
432,2025-03-16,0,1,0.85,1
433,2025-02-13,2,1,0.65,1
434,2025-01-31,7,2,0.1,0
435,2025-06-16,9,3,0.1,0
436,2025-01-28,2,1,0.65,1
437,2025-03-30,5,3,0.1,0
438,2025-02-02,6,3,0.1,0
439,2025-06-29,4,2,0.30000000000000004,0
440,2025-06-23,6,4,0.1,0
441,2025-05-19,4,2,0.30000000000000004,0
442,2025-05-02,2,1,0.65,1
443,2025-04-06,6,2,0.1,0
444,2025-06-16,8,1,0.1,0
445,2025-03-12,5,2,0.19999999999999996,0
446,2025-05-02,3,4,0.1,0
447,2025-01-19,5,2,0.19999999999999996,0
448,2025-05-21,4,3,0.15000000000000002,0
449,2025-01-08,3,1,0.5499999999999999,1
450,2025-06-24,3,2,0.3999999999999999,0
451,2025-05-04,4,1,0.44999999999999996,1
452,2025-05-11,5,3,0.1,0
453,2025-04-17,3,5,0.1,0
454,2025-05-21,0,3,0.55,1
455,2025-02-06,5,3,0.1,0
456,2025-05-31,2,0,0.8,1
457,2025-05-15,7,2,0.1,0
458,2025-02-15,4,1,0.44999999999999996,1
459,2025-03-09,4,3,0.15000000000000002,1
460,2025-01-25,1,2,0.6,1
461,2025-03-23,4,0,0.6,1
462,2025-06-03,3,3,0.25,0
463,2025-01-08,4,3,0.15000000000000002,0
464,2025-01-26,4,0,0.6,1
465,2025-04-30,1,2,0.6,0
466,2025-02-27,2,2,0.5,1
467,2025-05-17,2,0,0.8,1
468,2025-03-16,4,4,0.1,0
469,2025-04-09,5,1,0.35,1
470,2025-04-15,7,2,0.1,0
471,2025-01-10,7,0,0.29999999999999993,1
472,2025-03-21,3,3,0.25,1
473,2025-02-10,4,0,0.6,1
474,2025-03-28,3,2,0.3999999999999999,1
475,2025-06-17,5,2,0.19999999999999996,0
476,2025-01-16,2,0,0.8,1
477,2025-05-18,5,1,0.35,0
478,2025-02-05,6,3,0.1,0
479,2025-05-04,3,1,0.5499999999999999,0
480,2025-02-05,3,1,0.5499999999999999,0
481,2025-05-20,5,3,0.1,0
482,2025-06-13,4,2,0.30000000000000004,0
483,2025-06-18,3,1,0.5499999999999999,1
484,2025-05-13,3,1,0.5499999999999999,0
485,2025-02-07,2,2,0.5,0
486,2025-03-03,2,0,0.8,1
487,2025-02-12,2,2,0.5,0
488,2025-04-28,7,1,0.1499999999999999,0
489,2025-04-22,3,0,0.7,0
490,2025-02-08,7,2,0.1,0
491,2025-06-11,9,3,0.1,0
492,2025-04-01,6,1,0.2499999999999999,0
493,2025-05-15,3,3,0.25,0
494,2025-06-15,2,4,0.19999999999999996,0
495,2025-05-21,4,2,0.30000000000000004,0
496,2025-04-02,5,1,0.35,0
497,2025-04-19,4,3,0.15000000000000002,0
498,2025-04-12,4,1,0.44999999999999996,0
499,2025-01-26,1,5,0.15000000000000002,0
500,2025-05-02,2,3,0.3500000000000001,0
501,2025-01-21,7,2,0.1,0
502,2025-01-25,2,2,0.5,0
503,2025-03-07,3,3,0.25,1
504,2025-05-08,12,4,0.1,0
505,2025-06-24,8,4,0.1,0
506,2025-04-15,7,2,0.1,0
507,2025-01-21,1,1,0.75,1
508,2025-05-31,3,3,0.25,0
509,2025-04-09,2,3,0.3500000000000001,1
510,2025-01-05,2,2,0.5,0
511,2025-05-05,3,5,0.1,0
512,2025-02-20,5,2,0.19999999999999996,0
513,2025-01-25,6,1,0.2499999999999999,0
514,2025-05-19,8,1,0.1,1
515,2025-05-24,8,3,0.1,0
516,2025-06-17,4,5,0.1,0
517,2025-03-31,3,3,0.25,0
518,2025-06-04,5,1,0.35,0
519,2025-01-04,1,4,0.30000000000000004,0
520,2025-04-18,4,2,0.30000000000000004,1
521,2025-03-28,1,3,0.45000000000000007,0
522,2025-01-09,3,0,0.7,1
523,2025-04-07,2,1,0.65,0
524,2025-03-22,4,1,0.44999999999999996,0
525,2025-02-04,1,3,0.45000000000000007,0
526,2025-01-10,2,5,0.1,1
527,2025-06-10,5,2,0.19999999999999996,1
528,2025-01-23,2,3,0.3500000000000001,0
529,2025-05-25,5,2,0.19999999999999996,0
530,2025-01-20,5,0,0.5,1
531,2025-04-29,4,1,0.44999999999999996,1
532,2025-02-17,6,2,0.1,0
533,2025-02-06,5,1,0.35,0
534,2025-04-19,4,1,0.44999999999999996,0
535,2025-01-06,4,3,0.15000000000000002,0
536,2025-03-06,8,1,0.1,0
537,2025-03-05,3,2,0.3999999999999999,0
538,2025-01-01,1,2,0.6,1
539,2025-01-24,4,2,0.30000000000000004,1
540,2025-04-17,10,1,0.1,0
541,2025-01-14,6,1,0.2499999999999999,1
542,2025-01-07,3,0,0.7,0
543,2025-02-26,0,1,0.85,1
544,2025-03-22,3,2,0.3999999999999999,0
545,2025-03-16,5,3,0.1,0
546,2025-02-05,4,2,0.30000000000000004,1
547,2025-03-21,3,1,0.5499999999999999,1
548,2025-03-22,5,5,0.1,0
549,2025-03-25,5,2,0.19999999999999996,0
550,2025-02-20,3,3,0.25,0
551,2025-04-03,1,5,0.15000000000000002,0
552,2025-02-05,3,0,0.7,0
553,2025-04-23,10,2,0.1,1
554,2025-05-31,7,1,0.1499999999999999,0
555,2025-02-14,2,1,0.65,0
556,2025-01-07,2,1,0.65,0
557,2025-01-21,1,2,0.6,1
558,2025-05-04,2,1,0.65,1
559,2025-04-10,3,1,0.5499999999999999,1
560,2025-04-14,1,1,0.75,1
561,2025-03-03,4,1,0.44999999999999996,0
562,2025-04-23,4,2,0.30000000000000004,0
563,2025-01-31,4,2,0.30000000000000004,1
564,2025-06-25,6,2,0.1,0
565,2025-03-21,3,2,0.3999999999999999,0
566,2025-01-01,6,1,0.2499999999999999,0
567,2025-01-24,1,4,0.30000000000000004,0
568,2025-02-08,3,4,0.1,0
569,2025-02-19,5,3,0.1,0
570,2025-01-27,5,1,0.35,1
571,2025-03-30,2,1,0.65,1
572,2025-05-18,1,3,0.45000000000000007,1
573,2025-06-16,2,3,0.3500000000000001,0
574,2025-06-27,3,2,0.3999999999999999,0
575,2025-01-26,1,0,0.9,1
576,2025-06-06,3,2,0.3999999999999999,1
577,2025-02-14,5,0,0.5,0
578,2025-05-22,5,2,0.19999999999999996,0
579,2025-02-02,4,3,0.15000000000000002,0
580,2025-01-29,7,2,0.1,0
581,2025-02-13,3,3,0.25,1
582,2025-05-16,4,2,0.30000000000000004,0
583,2025-04-20,1,0,0.9,0
584,2025-04-16,3,2,0.3999999999999999,0
585,2025-06-29,7,2,0.1,0
586,2025-01-29,6,0,0.3999999999999999,0
587,2025-05-10,6,4,0.1,0
588,2025-05-07,9,1,0.1,0
589,2025-03-07,3,1,0.5499999999999999,0
590,2025-05-20,6,2,0.1,0
591,2025-03-30,6,6,0.1,0
592,2025-02-28,8,1,0.1,0
593,2025-04-28,5,0,0.5,1
594,2025-04-23,6,3,0.1,0
595,2025-05-25,1,2,0.6,1
596,2025-02-18,7,0,0.29999999999999993,0
597,2025-02-25,1,3,0.45000000000000007,0
598,2025-03-01,2,3,0.3500000000000001,0
599,2025-02-02,2,3,0.3500000000000001,0
600,2025-06-14,6,2,0.1,0
601,2025-04-27,7,4,0.1,0
602,2025-02-09,5,3,0.1,0
603,2025-03-21,6,2,0.1,0
604,2025-03-10,4,1,0.44999999999999996,1
605,2025-04-16,4,2,0.30000000000000004,0
606,2025-01-23,2,1,0.65,1
607,2025-06-13,5,1,0.35,0
608,2025-04-15,7,2,0.1,0
609,2025-05-11,3,1,0.5499999999999999,1
610,2025-01-04,2,2,0.5,1
611,2025-04-04,5,3,0.1,0
612,2025-02-24,5,2,0.19999999999999996,0
613,2025-06-05,6,4,0.1,0
614,2025-06-18,6,0,0.3999999999999999,0
615,2025-02-28,5,4,0.1,0
616,2025-05-05,6,1,0.2499999999999999,0
617,2025-03-25,2,2,0.5,1
618,2025-03-14,3,1,0.5499999999999999,1
619,2025-02-13,4,1,0.44999999999999996,0
620,2025-03-26,2,0,0.8,1
621,2025-04-29,1,1,0.75,1
622,2025-06-13,3,3,0.25,1
623,2025-06-14,1,0,0.9,1
624,2025-06-10,5,2,0.19999999999999996,0
625,2025-04-24,6,1,0.2499999999999999,0
626,2025-01-04,3,2,0.3999999999999999,0
627,2025-02-20,1,1,0.75,1
628,2025-02-12,6,1,0.2499999999999999,0
629,2025-01-14,8,1,0.1,0
630,2025-02-22,3,2,0.3999999999999999,0
631,2025-05-20,2,1,0.65,1
632,2025-03-24,5,0,0.5,0
633,2025-03-08,5,2,0.19999999999999996,0
634,2025-03-06,1,1,0.75,1
635,2025-05-21,4,1,0.44999999999999996,1
636,2025-05-12,4,2,0.30000000000000004,0
637,2025-05-12,2,3,0.3500000000000001,0
638,2025-03-31,2,3,0.3500000000000001,0
639,2025-01-17,6,2,0.1,1
640,2025-05-18,9,0,0.1,0
641,2025-01-08,3,4,0.1,0
642,2025-05-02,3,1,0.5499999999999999,0
643,2025-03-07,5,5,0.1,0
644,2025-06-04,3,5,0.1,0
645,2025-06-17,6,1,0.2499999999999999,0
646,2025-06-10,2,2,0.5,1
647,2025-02-08,4,1,0.44999999999999996,1
648,2025-05-01,1,3,0.45000000000000007,1
649,2025-02-09,5,3,0.1,0
650,2025-01-03,3,2,0.3999999999999999,1
651,2025-04-15,3,0,0.7,1
652,2025-06-13,3,1,0.5499999999999999,1
653,2025-01-04,3,5,0.1,1
654,2025-02-12,4,1,0.44999999999999996,1
655,2025-01-12,3,1,0.5499999999999999,1
656,2025-01-08,3,3,0.25,0
657,2025-03-04,5,2,0.19999999999999996,1
658,2025-06-10,4,1,0.44999999999999996,1
659,2025-05-23,1,2,0.6,0
